Sexo;Comunidades y Ciudades Autónomas;Sector económico;Periodo;Total
Ambos sexos;10 Comunitat Valenciana;Construcción;2018;5,3
Ambos sexos;10 Comunitat Valenciana;Construcción;2017;5
Ambos sexos;10 Comunitat Valenciana;Construcción;2016;4,7
Ambos sexos;10 Comunitat Valenciana;Construcción;2015;4,6
Ambos sexos;10 Comunitat Valenciana;Construcción;2014;4,5
Ambos sexos;10 Comunitat Valenciana;Construcción;2013;4,8
Ambos sexos;10 Comunitat Valenciana;Construcción;2012;5,2
Ambos sexos;10 Comunitat Valenciana;Construcción;2011;6,3
Ambos sexos;10 Comunitat Valenciana;Construcción;2010;7,8
Ambos sexos;10 Comunitat Valenciana;Construcción;2009;9,5
Ambos sexos;10 Comunitat Valenciana;Construcción;2008;12,4
Ambos sexos;10 Comunitat Valenciana;Servicios;2024;74,1
Ambos sexos;10 Comunitat Valenciana;Servicios;2023;74,1
Ambos sexos;10 Comunitat Valenciana;Servicios;2022;73,6
Ambos sexos;10 Comunitat Valenciana;Servicios;2021;73,9
Ambos sexos;10 Comunitat Valenciana;Servicios;2020;73
Ambos sexos;10 Comunitat Valenciana;Servicios;2019;72,6
Ambos sexos;10 Comunitat Valenciana;Servicios;2018;73,3
Ambos sexos;10 Comunitat Valenciana;Servicios;2017;72,3
Ambos sexos;10 Comunitat Valenciana;Servicios;2016;74,8
Ambos sexos;10 Comunitat Valenciana;Servicios;2015;72,7
Ambos sexos;10 Comunitat Valenciana;Servicios;2014;74,6
Ambos sexos;10 Comunitat Valenciana;Servicios;2013;74,2
Ambos sexos;10 Comunitat Valenciana;Servicios;2012;73,3
Ambos sexos;10 Comunitat Valenciana;Servicios;2011;72,6
Ambos sexos;10 Comunitat Valenciana;Servicios;2010;72,4
Ambos sexos;10 Comunitat Valenciana;Servicios;2009;69,7
Ambos sexos;10 Comunitat Valenciana;Servicios;2008;64,5
Ambos sexos;11 Extremadura;Total;2024;100
Ambos sexos;11 Extremadura;Total;2023;100
Ambos sexos;11 Extremadura;Total;2022;100
Ambos sexos;11 Extremadura;Total;2021;100
Ambos sexos;11 Extremadura;Total;2020;100
Ambos sexos;11 Extremadura;Total;2019;100
Ambos sexos;11 Extremadura;Total;2018;100
Ambos sexos;11 Extremadura;Total;2017;100
Ambos sexos;11 Extremadura;Total;2016;100
Ambos sexos;11 Extremadura;Total;2015;100
Ambos sexos;11 Extremadura;Total;2014;100
Ambos sexos;11 Extremadura;Total;2013;100
Ambos sexos;11 Extremadura;Total;2012;100
Ambos sexos;11 Extremadura;Total;2011;100
Ambos sexos;11 Extremadura;Total;2010;100
Ambos sexos;11 Extremadura;Total;2009;100
Ambos sexos;11 Extremadura;Total;2008;100
Ambos sexos;11 Extremadura;Agricultura;2024;7,2
Ambos sexos;11 Extremadura;Agricultura;2023;7,2
Ambos sexos;11 Extremadura;Agricultura;2022;6,9
Ambos sexos;11 Extremadura;Agricultura;2021;7,6
Ambos sexos;11 Extremadura;Agricultura;2020;7,8
Ambos sexos;11 Extremadura;Agricultura;2019;8,8
Ambos sexos;11 Extremadura;Agricultura;2018;11,3
Ambos sexos;11 Extremadura;Agricultura;2017;10,3
Ambos sexos;11 Extremadura;Agricultura;2016;7,9
Ambos sexos;11 Extremadura;Agricultura;2015;8,6
Ambos sexos;11 Extremadura;Agricultura;2014;8,6
Ambos sexos;11 Extremadura;Agricultura;2013;7,6
Ambos sexos;11 Extremadura;Agricultura;2012;8,6
Ambos sexos;11 Extremadura;Agricultura;2011;7,2
Ambos sexos;11 Extremadura;Agricultura;2010;7
Ambos sexos;11 Extremadura;Agricultura;2009;7,2
Ambos sexos;11 Extremadura;Agricultura;2008;7,4
Ambos sexos;11 Extremadura;Industria;2024;10,9
Ambos sexos;11 Extremadura;Industria;2023;11,8
Ambos sexos;11 Extremadura;Industria;2022;11,1
Ambos sexos;11 Extremadura;Industria;2021;11,9
Ambos sexos;11 Extremadura;Industria;2020;11,2
Ambos sexos;11 Extremadura;Industria;2019;11,6
Ambos sexos;11 Extremadura;Industria;2018;8,9
Ambos sexos;11 Extremadura;Industria;2017;9,4
Ambos sexos;11 Extremadura;Industria;2016;10,6
Ambos sexos;11 Extremadura;Industria;2015;11,2
Ambos sexos;11 Extremadura;Industria;2014;11,6
Ambos sexos;11 Extremadura;Industria;2013;11,4
Ambos sexos;11 Extremadura;Industria;2012;12,3
Ambos sexos;11 Extremadura;Industria;2011;11
Ambos sexos;11 Extremadura;Industria;2010;11,2
Ambos sexos;11 Extremadura;Industria;2009;11,9
Ambos sexos;11 Extremadura;Industria;2008;12,1
Ambos sexos;11 Extremadura;Construcción;2024;6,5
Ambos sexos;11 Extremadura;Construcción;2023;6,2
Ambos sexos;11 Extremadura;Construcción;2022;6,3
Ambos sexos;11 Extremadura;Construcción;2021;7,1
Ambos sexos;11 Extremadura;Construcción;2020;6,2
Ambos sexos;11 Extremadura;Construcción;2019;5,4
Ambos sexos;11 Extremadura;Construcción;2018;4,9
Ambos sexos;11 Extremadura;Construcción;2017;5,2
Ambos sexos;11 Extremadura;Construcción;2016;6,5
Ambos sexos;11 Extremadura;Construcción;2015;6,5
Ambos sexos;11 Extremadura;Construcción;2014;5,4
Ambos sexos;11 Extremadura;Construcción;2013;5,3
Ambos sexos;11 Extremadura;Construcción;2012;7,2
Ambos sexos;11 Extremadura;Construcción;2011;9,2
Ambos sexos;11 Extremadura;Construcción;2010;10,2
Ambos sexos;11 Extremadura;Construcción;2009;10,2
Ambos sexos;11 Extremadura;Construcción;2008;13,8
Ambos sexos;11 Extremadura;Servicios;2024;75,5
Ambos sexos;11 Extremadura;Servicios;2023;74,9
Ambos sexos;11 Extremadura;Servicios;2022;75,8
Ambos sexos;11 Extremadura;Servicios;2021;73,4
Ambos sexos;11 Extremadura;Servicios;2020;74,8
Ambos sexos;11 Extremadura;Servicios;2019;74,2
Ambos sexos;11 Extremadura;Servicios;2018;74,9
Ambos sexos;11 Extremadura;Servicios;2017;75
Ambos sexos;11 Extremadura;Servicios;2016;74,9
Ambos sexos;11 Extremadura;Servicios;2015;73,6
Ambos sexos;11 Extremadura;Servicios;2014;74,4
Ambos sexos;11 Extremadura;Servicios;2013;75,7
Ambos sexos;11 Extremadura;Servicios;2012;71,9
Ambos sexos;11 Extremadura;Servicios;2011;72,6
Ambos sexos;11 Extremadura;Servicios;2010;71,6
Ambos sexos;11 Extremadura;Servicios;2009;70,7
Ambos sexos;11 Extremadura;Servicios;2008;66,7
Ambos sexos;12 Galicia;Total;2024;100
Ambos sexos;12 Galicia;Total;2023;100
Ambos sexos;12 Galicia;Total;2022;100
Ambos sexos;12 Galicia;Total;2021;100
Ambos sexos;12 Galicia;Total;2020;100
Ambos sexos;12 Galicia;Total;2019;100
Ambos sexos;12 Galicia;Total;2018;100
Ambos sexos;12 Galicia;Total;2017;100
Ambos sexos;12 Galicia;Total;2016;100
Ambos sexos;12 Galicia;Total;2015;100
Ambos sexos;12 Galicia;Total;2014;100
Ambos sexos;12 Galicia;Total;2013;100
Ambos sexos;12 Galicia;Total;2012;100
Ambos sexos;12 Galicia;Total;2011;100
Ambos sexos;12 Galicia;Total;2010;100
Ambos sexos;12 Galicia;Total;2009;100
Ambos sexos;12 Galicia;Total;2008;100
Ambos sexos;12 Galicia;Agricultura;2024;3,2
Ambos sexos;12 Galicia;Agricultura;2023;3,2
Ambos sexos;12 Galicia;Agricultura;2022;3,2
Ambos sexos;12 Galicia;Agricultura;2021;3,2
Ambos sexos;12 Galicia;Agricultura;2020;3,2
Ambos sexos;12 Galicia;Agricultura;2019;2,9
Ambos sexos;12 Galicia;Agricultura;2018;2,9
Ambos sexos;12 Galicia;Agricultura;2017;3,3
Ambos sexos;12 Galicia;Agricultura;2016;3,5
Ambos sexos;12 Galicia;Agricultura;2015;3,3
Ambos sexos;12 Galicia;Agricultura;2014;2,9
Ambos sexos;12 Galicia;Agricultura;2013;2,7
Ambos sexos;12 Galicia;Agricultura;2012;2,8
Ambos sexos;12 Galicia;Agricultura;2011;3
Ambos sexos;12 Galicia;Agricultura;2010;2,9
Ambos sexos;12 Galicia;Agricultura;2009;3,4
Ambos sexos;12 Galicia;Agricultura;2008;2,8
Ambos sexos;12 Galicia;Industria;2024;18
Ambos sexos;12 Galicia;Industria;2023;16,8
Ambos sexos;12 Galicia;Industria;2022;16,7
Ambos sexos;12 Galicia;Industria;2021;17,7
Ambos sexos;12 Galicia;Industria;2020;19,2
Ambos sexos;12 Galicia;Industria;2019;18,7
Ambos sexos;12 Galicia;Industria;2018;17,7
Ambos sexos;12 Galicia;Industria;2017;18,7
Ambos sexos;12 Galicia;Industria;2016;17,6
Ambos sexos;12 Galicia;Industria;2015;17,5
Ambos sexos;12 Galicia;Industria;2014;17,4
Ambos sexos;12 Galicia;Industria;2013;17,6
Ambos sexos;12 Galicia;Industria;2012;17,9
Ambos sexos;12 Galicia;Industria;2011;18,3
Ambos sexos;12 Galicia;Industria;2010;18,1
Ambos sexos;12 Galicia;Industria;2009;19,6
Ambos sexos;12 Galicia;Industria;2008;20,8
Ambos sexos;12 Galicia;Construcción;2024;5,9
Ambos sexos;12 Galicia;Construcción;2023;5,8
Ambos sexos;12 Galicia;Construcción;2022;6
Ambos sexos;12 Galicia;Construcción;2021;6
Ambos sexos;12 Galicia;Construcción;2020;5,8
Ambos sexos;12 Galicia;Construcción;2019;5,4
Ambos sexos;12 Galicia;Construcción;2018;5,2
Ambos sexos;12 Galicia;Construcción;2017;5,1
Ambos sexos;12 Galicia;Construcción;2016;5,7
Ambos sexos;12 Galicia;Construcción;2015;5,9
Ambos sexos;12 Galicia;Construcción;2014;5,6
Ambos sexos;12 Galicia;Construcción;2013;5,9
Ambos sexos;12 Galicia;Construcción;2012;6,6
Ambos sexos;12 Galicia;Construcción;2011;7,5
Ambos sexos;12 Galicia;Construcción;2010;9,1
Ambos sexos;12 Galicia;Construcción;2009;9,6
Ambos sexos;12 Galicia;Construcción;2008;10,9
Ambos sexos;12 Galicia;Servicios;2024;72,9
Ambos sexos;12 Galicia;Servicios;2023;74,1
Ambos sexos;12 Galicia;Servicios;2022;74,1
Ambos sexos;12 Galicia;Servicios;2021;73,1
Ambos sexos;12 Galicia;Servicios;2020;71,8
Ambos sexos;12 Galicia;Servicios;2019;73,1
Ambos sexos;12 Galicia;Servicios;2018;74,1
Ambos sexos;12 Galicia;Servicios;2017;73
Ambos sexos;12 Galicia;Servicios;2016;73,3
Ambos sexos;12 Galicia;Servicios;2015;73,4
Ambos sexos;12 Galicia;Servicios;2014;74,1
Ambos sexos;12 Galicia;Servicios;2013;73,8
Ambos sexos;12 Galicia;Servicios;2012;72,6
Ambos sexos;12 Galicia;Servicios;2011;71,2
Ambos sexos;12 Galicia;Servicios;2010;69,9
Ambos sexos;12 Galicia;Servicios;2009;67,4
Ambos sexos;12 Galicia;Servicios;2008;65,5
Ambos sexos;13 Madrid, Comunidad de;Total;2024;100
Ambos sexos;13 Madrid, Comunidad de;Total;2023;100
Ambos sexos;13 Madrid, Comunidad de;Total;2022;100
Ambos sexos;13 Madrid, Comunidad de;Total;2021;100
Ambos sexos;13 Madrid, Comunidad de;Total;2020;100
Ambos sexos;13 Madrid, Comunidad de;Total;2019;100
Ambos sexos;13 Madrid, Comunidad de;Total;2018;100
Ambos sexos;13 Madrid, Comunidad de;Total;2017;100
Ambos sexos;13 Madrid, Comunidad de;Total;2016;100
Ambos sexos;13 Madrid, Comunidad de;Total;2015;100
Ambos sexos;13 Madrid, Comunidad de;Total;2014;100
Ambos sexos;13 Madrid, Comunidad de;Total;2013;100
Ambos sexos;13 Madrid, Comunidad de;Total;2012;100
Ambos sexos;13 Madrid, Comunidad de;Total;2011;100
Ambos sexos;13 Madrid, Comunidad de;Total;2010;100
Ambos sexos;13 Madrid, Comunidad de;Total;2009;100
Ambos sexos;13 Madrid, Comunidad de;Total;2008;100
Ambos sexos;13 Madrid, Comunidad de;Agricultura;2024;0,2
Ambos sexos;13 Madrid, Comunidad de;Agricultura;2023;0,3
Ambos sexos;13 Madrid, Comunidad de;Agricultura;2022;0,2
Ambos sexos;13 Madrid, Comunidad de;Agricultura;2021;0,1
Ambos sexos;13 Madrid, Comunidad de;Agricultura;2020;0,1
Ambos sexos;13 Madrid, Comunidad de;Agricultura;2019;0,2
Ambos sexos;13 Madrid, Comunidad de;Agricultura;2018;0,2
Ambos sexos;13 Madrid, Comunidad de;Agricultura;2017;0,1
Ambos sexos;13 Madrid, Comunidad de;Agricultura;2016;0,2
Ambos sexos;13 Madrid, Comunidad de;Agricultura;2015;0,1
Ambos sexos;13 Madrid, Comunidad de;Agricultura;2014;0,1
Ambos sexos;13 Madrid, Comunidad de;Agricultura;2013;0,1
Ambos sexos;13 Madrid, Comunidad de;Agricultura;2012;0,2
Ambos sexos;13 Madrid, Comunidad de;Agricultura;2011;0,1
Ambos sexos;13 Madrid, Comunidad de;Agricultura;2010;0,2
Ambos sexos;13 Madrid, Comunidad de;Agricultura;2009;0,2
Ambos sexos;13 Madrid, Comunidad de;Agricultura;2008;0,4
Ambos sexos;13 Madrid, Comunidad de;Industria;2024;9,3
Ambos sexos;13 Madrid, Comunidad de;Industria;2023;9,7
Ambos sexos;13 Madrid, Comunidad de;Industria;2022;9,5
Ambos sexos;13 Madrid, Comunidad de;Industria;2021;8,9
Ambos sexos;13 Madrid, Comunidad de;Industria;2020;9
Ambos sexos;13 Madrid, Comunidad de;Industria;2019;9,5
Ambos sexos;13 Madrid, Comunidad de;Industria;2018;9
Ambos sexos;13 Madrid, Comunidad de;Industria;2017;9
Ambos sexos;13 Madrid, Comunidad de;Industria;2016;8,5
Ambos sexos;13 Madrid, Comunidad de;Industria;2015;9,7
Ambos sexos;13 Madrid, Comunidad de;Industria;2014;9,6
Ambos sexos;13 Madrid, Comunidad de;Industria;2013;9,7
Ambos sexos;13 Madrid, Comunidad de;Industria;2012;10
Ambos sexos;13 Madrid, Comunidad de;Industria;2011;9,8
Ambos sexos;13 Madrid, Comunidad de;Industria;2010;9,5
Ambos sexos;13 Madrid, Comunidad de;Industria;2009;9,8
Ambos sexos;13 Madrid, Comunidad de;Industria;2008;10,7
Ambos sexos;13 Madrid, Comunidad de;Construcción;2024;5,9
Ambos sexos;13 Madrid, Comunidad de;Construcción;2023;5,4
Ambos sexos;13 Madrid, Comunidad de;Construcción;2022;5,1
Ambos sexos;13 Madrid, Comunidad de;Construcción;2021;5,3
Ambos sexos;13 Madrid, Comunidad de;Construcción;2020;5,7
Ambos sexos;13 Madrid, Comunidad de;Construcción;2019;5,6
Ambos sexos;13 Madrid, Comunidad de;Construcción;2018;5,3
Ambos sexos;13 Madrid, Comunidad de;Construcción;2017;4,8
Ambos sexos;13 Madrid, Comunidad de;Construcción;2016;4,3
Ambos sexos;13 Madrid, Comunidad de;Construcción;2015;4,5
Ambos sexos;13 Madrid, Comunidad de;Construcción;2014;4,1
Ambos sexos;13 Madrid, Comunidad de;Construcción;2013;4,5
Ambos sexos;13 Madrid, Comunidad de;Construcción;2012;4,4
Ambos sexos;13 Madrid, Comunidad de;Construcción;2011;5,6
Ambos sexos;13 Madrid, Comunidad de;Construcción;2010;6,2
Ambos sexos;13 Madrid, Comunidad de;Construcción;2009;7,6
Ambos sexos;13 Madrid, Comunidad de;Construcción;2008;9,8
Ambos sexos;13 Madrid, Comunidad de;Servicios;2024;84,5
Ambos sexos;13 Madrid, Comunidad de;Servicios;2023;84,7
Ambos sexos;13 Madrid, Comunidad de;Servicios;2022;85,1
Ambos sexos;13 Madrid, Comunidad de;Servicios;2021;85,6
Ambos sexos;13 Madrid, Comunidad de;Servicios;2020;85,1
Ambos sexos;13 Madrid, Comunidad de;Servicios;2019;84,7
Ambos sexos;13 Madrid, Comunidad de;Servicios;2018;85,6
Ambos sexos;13 Madrid, Comunidad de;Servicios;2017;86,2
Ambos sexos;13 Madrid, Comunidad de;Servicios;2016;87
Ambos sexos;13 Madrid, Comunidad de;Servicios;2015;85,7
Ambos sexos;13 Madrid, Comunidad de;Servicios;2014;86,1
Ambos sexos;13 Madrid, Comunidad de;Servicios;2013;85,8
Ambos sexos;13 Madrid, Comunidad de;Servicios;2012;85,5
Ambos sexos;13 Madrid, Comunidad de;Servicios;2011;84,5
Ambos sexos;13 Madrid, Comunidad de;Servicios;2010;84,1
Ambos sexos;13 Madrid, Comunidad de;Servicios;2009;82,5
Ambos sexos;13 Madrid, Comunidad de;Servicios;2008;79,2
Ambos sexos;14 Murcia, Región de;Total;2024;100
Ambos sexos;14 Murcia, Región de;Total;2023;100
Ambos sexos;14 Murcia, Región de;Total;2022;100
Ambos sexos;14 Murcia, Región de;Total;2021;100
Ambos sexos;14 Murcia, Región de;Total;2020;100
Ambos sexos;14 Murcia, Región de;Total;2019;100
Ambos sexos;14 Murcia, Región de;Total;2018;100
Ambos sexos;14 Murcia, Región de;Total;2017;100
Ambos sexos;14 Murcia, Región de;Total;2016;100
Ambos sexos;14 Murcia, Región de;Total;2015;100
Ambos sexos;14 Murcia, Región de;Total;2014;100
Ambos sexos;14 Murcia, Región de;Total;2013;100
Ambos sexos;14 Murcia, Región de;Total;2012;100
Ambos sexos;14 Murcia, Región de;Total;2011;100
Ambos sexos;14 Murcia, Región de;Total;2010;100
Ambos sexos;14 Murcia, Región de;Total;2009;100
Ambos sexos;14 Murcia, Región de;Total;2008;100
Ambos sexos;14 Murcia, Región de;Agricultura;2024;11,8
Ambos sexos;14 Murcia, Región de;Agricultura;2023;11,3
Ambos sexos;14 Murcia, Región de;Agricultura;2022;12,1
Ambos sexos;14 Murcia, Región de;Agricultura;2021;11,8
Ambos sexos;14 Murcia, Región de;Agricultura;2020;12
Ambos sexos;14 Murcia, Región de;Agricultura;2019;11,7
Ambos sexos;14 Murcia, Región de;Agricultura;2018;13,6
Ambos sexos;14 Murcia, Región de;Agricultura;2017;14,2
Ambos sexos;14 Murcia, Región de;Agricultura;2016;14,4
Ambos sexos;14 Murcia, Región de;Agricultura;2015;12,9
Ambos sexos;14 Murcia, Región de;Agricultura;2014;13,2
Ambos sexos;14 Murcia, Región de;Agricultura;2013;13,5
Ambos sexos;14 Murcia, Región de;Agricultura;2012;12,5
Ambos sexos;14 Murcia, Región de;Agricultura;2011;13,2
Ambos sexos;14 Murcia, Región de;Agricultura;2010;12,3
Ambos sexos;14 Murcia, Región de;Agricultura;2009;10,6
Ambos sexos;14 Murcia, Región de;Agricultura;2008;9,2
Ambos sexos;14 Murcia, Región de;Industria;2024;12,3
Ambos sexos;14 Murcia, Región de;Industria;2023;12,1
Ambos sexos;14 Murcia, Región de;Industria;2022;13,6
Ambos sexos;14 Murcia, Región de;Industria;2021;14
Ambos sexos;14 Murcia, Región de;Industria;2020;14,4
Ambos sexos;14 Murcia, Región de;Industria;2019;14,8
Ambos sexos;14 Murcia, Región de;Industria;2018;14,4
Ambos sexos;14 Murcia, Región de;Industria;2017;13,4
Ambos sexos;14 Murcia, Región de;Industria;2016;14,1
Ambos sexos;14 Murcia, Región de;Industria;2015;13,5
Ambos sexos;14 Murcia, Región de;Industria;2014;13,7
Ambos sexos;14 Murcia, Región de;Industria;2013;14,2
Ambos sexos;14 Murcia, Región de;Industria;2012;14,2
Ambos sexos;14 Murcia, Región de;Industria;2011;13,5
Ambos sexos;14 Murcia, Región de;Industria;2010;13,4
Ambos sexos;14 Murcia, Región de;Industria;2009;13,7
Ambos sexos;14 Murcia, Región de;Industria;2008;15,8
Ambos sexos;14 Murcia, Región de;Construcción;2024;5
Ambos sexos;14 Murcia, Región de;Construcción;2023;5,9
Ambos sexos;14 Murcia, Región de;Construcción;2022;5
Ambos sexos;14 Murcia, Región de;Construcción;2021;5,3
Ambos sexos;14 Murcia, Región de;Construcción;2020;5,4
Ambos sexos;14 Murcia, Región de;Construcción;2019;5,9
Ambos sexos;14 Murcia, Región de;Construcción;2018;5,2
Ambos sexos;14 Murcia, Región de;Construcción;2017;5,3
Ambos sexos;14 Murcia, Región de;Construcción;2016;3,9
Ambos sexos;14 Murcia, Región de;Construcción;2015;4,3
Ambos sexos;14 Murcia, Región de;Construcción;2014;4,9
Ambos sexos;14 Murcia, Región de;Construcción;2013;4,3
Ambos sexos;14 Murcia, Región de;Construcción;2012;5,6
Ambos sexos;14 Murcia, Región de;Construcción;2011;7,3
Ambos sexos;14 Murcia, Región de;Construcción;2010;9
Ambos sexos;14 Murcia, Región de;Construcción;2009;9,2
Ambos sexos;14 Murcia, Región de;Construcción;2008;13
Ambos sexos;14 Murcia, Región de;Servicios;2024;70,9
Ambos sexos;14 Murcia, Región de;Servicios;2023;70,8
Ambos sexos;14 Murcia, Región de;Servicios;2022;69,4
Ambos sexos;14 Murcia, Región de;Servicios;2021;68,9
Ambos sexos;14 Murcia, Región de;Servicios;2020;68,2
Ambos sexos;14 Murcia, Región de;Servicios;2019;67,5
Ambos sexos;14 Murcia, Región de;Servicios;2018;66,7
Ambos sexos;14 Murcia, Región de;Servicios;2017;67,1
Ambos sexos;14 Murcia, Región de;Servicios;2016;67,7
Ambos sexos;14 Murcia, Región de;Servicios;2015;69,2
Ambos sexos;14 Murcia, Región de;Servicios;2014;68,2
Ambos sexos;14 Murcia, Región de;Servicios;2013;68
Ambos sexos;14 Murcia, Región de;Servicios;2012;67,7
Ambos sexos;14 Murcia, Región de;Servicios;2011;66,1
Ambos sexos;14 Murcia, Región de;Servicios;2010;65,3
Ambos sexos;14 Murcia, Región de;Servicios;2009;66,6
Ambos sexos;14 Murcia, Región de;Servicios;2008;62
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2024;100
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2023;100
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2022;100
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2021;100
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2020;100
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2019;100
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2018;100
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2017;100
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2016;100
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2015;100
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2014;100
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2013;100
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2012;100
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2011;100
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2010;100
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2009;100
Ambos sexos;15 Navarra, Comunidad Foral de;Total;2008;100
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2024;1,6
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2023;2,3
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2022;2,1
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2021;2,1
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2020;1,5
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2019;1,8
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2018;2,1
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2017;2
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2016;2
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2015;2,3
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2014;1,9
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2013;2,5
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2012;1,4
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2011;1,5
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2010;1,8
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2009;1,9
Ambos sexos;15 Navarra, Comunidad Foral de;Agricultura;2008;1,9
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2024;30
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2023;28
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2022;29,2
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2021;30,9
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2020;31,1
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2019;29
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2018;29,7
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2017;30,5
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2016;28,2
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2015;27,5
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2014;28,4
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2013;29,9
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2012;29
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2011;27,7
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2010;28,9
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2009;31,5
Ambos sexos;15 Navarra, Comunidad Foral de;Industria;2008;31
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2024;4
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2023;4,8
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2022;5,1
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2021;5,9
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2020;4,5
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2019;4,1
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2018;4,6
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2017;4,1
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2016;3,1
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2015;4,2
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2014;3,8
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2013;4
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2012;5,4
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2011;6,9
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2010;7,2
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2009;8
Ambos sexos;15 Navarra, Comunidad Foral de;Construcción;2008;9,4
Ambos sexos;15 Navarra, Comunidad Foral de;Servicios;2024;64,4
Ambos sexos;15 Navarra, Comunidad Foral de;Servicios;2023;64,9
Ambos sexos;15 Navarra, Comunidad Foral de;Servicios;2022;63,6
Ambos sexos;15 Navarra, Comunidad Foral de;Servicios;2021;61
Ambos sexos;15 Navarra, Comunidad Foral de;Servicios;2020;62,9
Ambos sexos;15 Navarra, Comunidad Foral de;Servicios;2019;65
Ambos sexos;15 Navarra, Comunidad Foral de;Servicios;2018;63,6
Ambos sexos;15 Navarra, Comunidad Foral de;Servicios;2017;63,3
Ambos sexos;15 Navarra, Comunidad Foral de;Servicios;2016;66,8
Ambos sexos;15 Navarra, Comunidad Foral de;Servicios;2015;66
Ambos sexos;15 Navarra, Comunidad Foral de;Servicios;2014;65,9
Ambos sexos;15 Navarra, Comunidad Foral de;Servicios;2013;63,6
Ambos sexos;15 Navarra, Comunidad Foral de;Servicios;2012;64,1
Ambos sexos;15 Navarra, Comunidad Foral de;Servicios;2011;63,9
Ambos sexos;15 Navarra, Comunidad Foral de;Servicios;2010;62,1
Ambos sexos;15 Navarra, Comunidad Foral de;Servicios;2009;58,7
Ambos sexos;15 Navarra, Comunidad Foral de;Servicios;2008;57,7
Ambos sexos;16 País Vasco;Total;2024;100
Ambos sexos;16 País Vasco;Total;2023;100
Ambos sexos;16 País Vasco;Total;2022;100
Ambos sexos;16 País Vasco;Total;2021;100
